event number,video,camera,year,month,day,hour,actor,receiver,behavior,h.start,min.start,sec.start,duration,observer,which body part most SOCIALLY groomed?,which body part is groomed in the next SELF-grooming event,SELF-grooming is licking or scratching?,"Is the self-groomer the same bat as the social groomer? (yes,no,unsure(u))",comments
3500,CH02_2019-07-21_05_45_27__05_53_49.mp4,2,2019,7,21,500,add,clw,g,5,49,35,60,,,,,,
3501,CH02_2019-07-21_05_45_27__05_53_49.mp4,2,2019,7,21,500,clw,add,g,5,49,35,60,,,,,,
3502,CH02_2019-07-21_05_45_27__05_53_49.mp4,2,2019,7,21,500,bxx,clw,g,5,53,30,13,,,,,,
3503,CH02_2019-07-21_05_45_27__05_53_49.mp4,2,2019,7,21,500,clw,bxx,g,5,53,30,13,,,,,,
3504,CH02_2019-07-21_05_45_27__05_53_49.mp4,2,2019,7,21,500,bxx,clw,g,5,53,48,31,,,,,,
3505,CH02_2019-07-21_05_45_27__05_53_49.mp4,2,2019,7,21,500,clw,bxx,g,5,53,48,31,,,,,,
3506,CH02_2019-07-21_05_53_49__05_59_59.mp4,2,2019,7,21,500,bxx,clw,g,5,54,27,12,,,,,,
3507,CH02_2019-07-21_05_53_49__05_59_59.mp4,2,2019,7,21,500,clw,bxx,g,5,54,27,12,,,,,,
3508,CH02_2019-07-21_05_53_49__05_59_59.mp4,2,2019,7,21,500,add,clw,g,5,57,46,19,,,,,,
3509,CH02_2019-07-21_05_53_49__05_59_59.mp4,2,2019,7,21,500,clw,add,g,5,57,46,19,,,,,,
3510,CH03_2019-07-21_05_26_23__05_34_45.mp4,3,2019,7,21,500,cfd,cldw,g,5,29,5,15,,,,,,
3511,CH03_2019-07-21_05_26_23__05_34_45.mp4,3,2019,7,21,500,cldw,cfd,g,5,29,5,23,,,,,,
3512,CH03_2019-07-21_05_26_23__05_34_45.mp4,3,2019,7,21,500,cfd,cldw,g,5,29,34,8,,,,,,
3513,CH03_2019-07-21_05_26_23__05_34_45.mp4,3,2019,7,21,500,cldw,cfd,g,5,29,34,15,,,,,,
3514,CH02_2019-07-20_20_57_05_21_05_27,2,2019,7,20,2100,bdlx,cfd,g,21,0,15,27,,,,,,
3515,CH02_2019-07-20_20_57_05_21_05_27,2,2019,7,20,2100,cfd,bdlx,g,21,0,19,23,,,,,,
3516,CH02_2019-07-20_21_07_47_21_16_09,2,2019,7,20,2100,ax,bs,g,21,13,30,148,,,,,,
3517,CH02_2019-07-20_21_07_47_21_16_09,2,2019,7,20,2100,bs,ax,g,21,13,33,156,,,,,,
3518,CH02_2019-07-20_21_07_47_21_16_09,2,2019,7,20,2100,ax,bs,g,21,15,58,11,,,,,,
3519,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bs,ax,g,21,16,9,54,,,,,,
3520,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,ax,bs,g,21,16,9,54,,,,,,
3521,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bd,bdlx,g,21,16,58,8,,,,,,
3522,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bdlx,bd,g,21,16,59,7,,,,,,
3523,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,ax,bdlx,g,21,17,12,81,,,,,,
3524,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bdlx,ax,g,21,17,13,80,,,,,,
3525,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bs,cnone,g,21,19,39,9,,,,,,
3526,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bscs,add,g,21,20,19,17,,,,,,
3527,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bs,bdlx,g,21,21,33,24,,,,,,
3528,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bdlx,bs,g,21,21,34,23,,,,,,
3529,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bs,adld,g,21,21,57,38,,,,,,
3530,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,adld,bs,g,21,22,15,18,,,,,,
3531,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,ax,bs,g,21,24,11,20,,,,,,
3532,CH02_2019-07-20_21_16_09_21_24_31,2,2019,7,20,2100,bs,ax,g,21,24,12,19,,,,,,
3533,CH02_2019-07-20_21_24_31_21_32_53,2,2019,7,20,2100,ax,bs,g,21,24,31,22,,,,,,
3534,CH02_2019-07-20_21_24_31_21_32_53,2,2019,7,20,2100,bs,ax,g,21,24,31,22,,,,,,
3535,CH02_2019-07-20_21_24_31_21_32_53,2,2019,7,20,2100,bs,adld,g,21,26,30,25,,,,,,
3536,CH02_2019-07-20_21_24_31_21_32_53,2,2019,7,20,2100,adld,bs,g,21,26,31,24,,,,,,
3537,CH02_2019-07-20_21_24_31_21_32_53,2,2019,7,20,2100,bs,cfd,g,21,27,9,145,,,,,,
3538,CH02_2019-07-20_21_24_31_21_32_53,2,2019,7,20,2100,cfd,bs,g,21,27,9,159,,,,,,
3539,CH02_2019-07-20_21_32_53_21_41_16,2,2019,7,20,2100,bs,adld,g,21,35,47,5,,,,,,
3540,CH02_2019-07-20_21_32_53_21_41_16,2,2019,7,20,2100,bs,addldd,g,21,36,30,42,,,,,,
3541,CH02_2019-07-20_21_32_53_21_41_16,2,2019,7,20,2100,addldd,bs,g,21,36,50,22,,,,,,
3542,CH02_2019-07-20_21_32_53_21_41_16,2,2019,7,20,2100,bs,addldd,g,21,37,36,178,,,,,,
3543,CH02_2019-07-20_21_32_53_21_41_16,2,2019,7,20,2100,addldd,bs,g,21,37,41,173,,,,,,
3544,CH02_2019-07-20_21_32_53_21_41_16,2,2019,7,20,2100,adld,cnone?,g,21,40,7,30,,,,,,
3545,CH02_2019-07-20_21_32_53_21_41_16,2,2019,7,20,2100,bs,adld,g,21,40,35,14,,,,,,
3546,CH02_2019-07-20_21_41_16_21_49_38,2,2019,7,20,2100,bscs,ax,g,21,43,0,72,,,,,,
3547,CH02_2019-07-20_21_41_16_21_49_38,2,2019,7,20,2100,ax,bscs,g,21,43,2,70,,,,,,
3548,CH02_2019-07-20_21_41_16_21_49_38,2,2019,7,20,2100,bscs,cnone,g,21,44,46,292,,,,,,
3549,CH02_2019-07-20_21_41_16_21_49_38,2,2019,7,20,2100,cnone,bscs,g,21,46,9,52,,,,,,
3550,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,bscs,cnone,g,21,49,38,19,,,,,,
3551,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,cnone,bscs,g,21,49,43,14,,,,,,
3552,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,bscs,cnone,g,21,50,3,46,,,,,,
3553,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,cnone,bscs,g,21,50,6,43,,,,,,
3554,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,bd,bs,g,21,51,8,16,,,,,,
3555,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,bs,bd,g,21,51,10,14,,,,,,
3556,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,adld,ax,g,21,51,18,25,,,,,,
3557,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,ax,adld,g,21,51,20,30,,,,,,
3558,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,bs,bscs,g,21,52,33,25,,,,,,
3559,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,bscs,bs,g,21,52,33,25,,,,,,
3560,CH02_2019-07-20_21_49_38_21_58_00,2,2019,7,20,2100,ax,cfd,g,21,56,46,6,,,,,,
3561,CH03_2019-07-20_20_57_06_21_05_28,2,2019,7,20,2100,bxx,cfd,g,21,2,4,79,,,,,,
3562,CH03_2019-07-20_20_57_06_21_05_28,2,2019,7,20,2100,cfd,bxx,g,21,2,5,78,,,,,,
3563,CH02_2019-07-21_09_02_11__09_10_33.mp4,2,2019,7,21,900,addldd,pup,g,9,2,59,6,,,,,,
3564,CH02_2019-07-21_09_02_11__09_10_33.mp4,2,2019,7,21,900,bscs,cfd,g,9,4,51,6,,,,,,
3565,CH02_2019-07-21_09_02_11__09_10_33.mp4,2,2019,7,21,900,cfd,bscs,g,9,4,51,8,,,,,,
3566,CH02_2019-07-21_09_10_33__09_18_56.mp4,2,2019,7,21,900,cdw,adld,g,9,15,16,11,,,,,,
3567,CH02_2019-07-21_09_10_33__09_18_56.mp4,2,2019,7,21,900,adld,cdw,g,9,15,20,7,,,,,,
3568,CH02_2019-07-21_09_10_33__09_18_56.mp4,2,2019,7,21,900,blx,bxx,g,9,17,29,40,,,,,,
3569,CH02_2019-07-21_09_10_33__09_18_56.mp4,2,2019,7,21,900,bxx,blx,g,9,17,32,36,,,,,,
3570,CH02_2019-07-21_09_10_33__09_18_56.mp4,2,2019,7,21,900,blx,bxx,g,9,18,17,89,,,,,,
3571,CH02_2019-07-21_09_10_33__09_18_56.mp4,2,2019,7,21,900,bxx,blx,g,9,18,17,83,,,,,,
3572,CH02_2019-07-21_09_18_56__09_27_18.mp4,2,2019,7,21,900,add,ax,g,9,19,37,18,,,,,,
3573,CH02_2019-07-21_09_18_56__09_27_18.mp4,2,2019,7,21,900,ax,add,g,9,19,37,18,,,,,,
3574,CH02_2019-07-21_09_18_56__09_27_18.mp4,2,2019,7,21,900,blx,bxx,g,9,20,22,11,,,,,,
3575,CH02_2019-07-21_09_18_56__09_27_18.mp4,2,2019,7,21,900,blx,bxx,g,9,20,39,26,,,,,,
3576,CH02_2019-07-21_09_18_56__09_27_18.mp4,2,2019,7,21,900,bxx,blx,g,9,20,39,26,,,,,,
3577,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,bes,bscs,g,9,36,28,163,,,,,,
3578,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,bscs,bes,g,9,36,28,163,,,,,,
3579,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,cdw,clwd,g,9,37,56,17,,,,,,
3580,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,clwd,cdw,g,9,37,56,17,,,,,,
3581,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,cdw,clwd,g,9,38,32,83,,,,,,
3582,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,clwd,cdw,g,9,38,32,83,,,,,,
3583,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,bd,adld,g,9,41,32,48,,,,,,
3584,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,adld,bd,g,9,41,32,14,,,,,,
3585,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,cdw,clwd,g,9,41,28,418,,,,,,
3586,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,clwd,cdw,g,9,41,28,509,,,,,,
3587,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,adld,ax,g,9,41,47,32,,,,,,
3588,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,ax,bd,g,9,41,47,200,,,,,,
3589,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,bd,ax,g,9,42,20,123,,,,,,
3590,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,bey,addld,g,9,43,45,11,,,,,,
3591,CH02_2019-07-21_09_35_40__09_44_02.mp4,2,2019,7,21,900,addld,bey,g,9,43,45,11,,,,,,
3592,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,bd,ax,g,9,44,42,13,,,,,,
3593,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,bd,ax,g,9,45,21,159,,,,,,
3594,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,ax,bd,g,9,45,21,15,,,,,,
3595,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,pup,addldd,g,9,48,25,7,,,,,,
3596,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,bd,addldd,g,9,48,36,9,,,,,,
3597,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,bd,bxdlx,g,9,48,45,102,,,,,,
3598,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,adld,ax,g,9,49,28,32,,,,,,
3599,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,ax,adld,g,9,49,28,32,,,,,,
3600,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,clwd,cdw,g,9,50,3,551,,,,,,
3601,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,cdw,clwd,g,9,50,3,30,,,,,,
3602,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,adld,ax,g,9,50,24,31,,,,,,
3603,CH02_2019-07-21_09_44_03__09_52_25.mp4,2,2019,7,21,900,ax,adld,g,9,50,24,15,,,,,,
3604,CH02_2019-07-21_09_52_25__10_00_47.mp4,2,2019,7,21,900,clwd,cdw,g,9,59,19,21,,,,,,
3605,CH03_2019-07-21_08_59_59__09_08_14.mp4,3,2019,7,21,900,cnone,cldw,g,9,4,58,15,,,,,,
3606,CH03_2019-07-21_08_59_59__09_08_14.mp4,3,2019,7,21,900,cldw,cnone,g,9,4,58,15,,,,,,
3607,CH03_2019-07-21_09_16_36__09_24_58.mp4,3,2019,7,21,900,cnone,cldw,g,9,20,11,27,,,,,,
3608,CH03_2019-07-21_09_16_36__09_24_58.mp4,3,2019,7,21,900,cldw,cnone,g,9,20,11,111,,,,,,
3609,CH03_2019-07-21_09_16_36__09_24_58.mp4,3,2019,7,21,900,cnone,cldw,g,9,20,44,24,,,,,,
3610,CH03_2019-07-21_09_16_36__09_24_58.mp4,3,2019,7,21,900,cnone,cldw,g,9,21,22,40,,,,,,
3611,CH03_2019-07-21_09_41_43__09_50_05.mp4,3,2019,7,21,900,cldw,bxx,g,9,47,41,145,,,,,,
3612,CH03_2019-07-21_09_41_43__09_50_05.mp4,3,2019,7,21,900,bxx,cldw,g,9,47,41,145,,,,,,
3613,CH02_2019-07-21_03_56_37_04_04_59,2,2019,7,21,400,ax,add,g,4,1,15,55,,,,,,
3614,CH02_2019-07-21_03_56_37_04_04_59,2,2019,7,21,400,add,ax,g,4,1,16,79,,,,,,
3615,CH02_2019-07-21_03_56_37_04_04_59,2,2019,7,21,400,ax,add,g,4,2,19,6,,,,,,
3616,CH02_2019-07-21_03_56_37_04_04_59,2,2019,7,21,400,add,ax,g,4,2,40,99,,,,,,
3617,CH02_2019-07-21_03_56_37_04_04_59,2,2019,7,21,400,ax,add,g,4,2,40,78,,,,,,
3618,CH02_2019-07-21_03_56_37_04_04_59,2,2019,7,21,400,ax,add,g,4,4,11,8,,,,,,
3619,CH02_2019-07-21_04_04_59_04_21_44,2,2019,7,21,400,cdw,cfd,g,4,13,39,15,,,,,,
3620,CH02_2019-07-21_04_04_59_04_21_44,2,2019,7,21,400,cfd,cdw,g,4,13,41,13,,,,,,
3621,CH02_2019-07-21_04_04_59_04_21_44,2,2019,7,21,400,cnone,cdw,g,4,19,31,129,,,,,,
3622,CH02_2019-07-21_04_04_59_04_21_44,2,2019,7,21,400,cnone,cdw,g,4,19,40,120,,,,,,
3623,CH02_3019-07-21_04_21_44_04_30_06,2,2019,7,21,400,bdlx,ax,g,4,23,43,47,,,,,,
3624,CH02_3019-07-21_04_21_44_04_30_06,2,2019,7,21,400,ax,bdlx,g,4,23,46,42,,,,,,
3625,CH02_3019-07-21_04_21_44_04_30_06,2,2019,7,21,400,bdlx,add,g,4,25,56,12,,,,,,
3626,CH02_3019-07-21_04_21_44_04_30_06,2,2019,7,21,400,adld,bdlx,g,4,28,4,9,,,,,,
3627,CH02_3019-07-21_04_21_44_04_30_06,2,2019,7,21,400,bdlx,adld,g,4,28,9,42,,,,,,
3628,CH02_3019-07-21_04_21_44_04_30_06,2,2019,7,21,400,adld,bdlx,g,4,28,19,7,,,,,,
3629,CH02_3019-07-21_04_21_44_04_30_06,2,2019,7,21,400,adld,bdlx,g,4,28,43,8,,,,,,
3630,CH02_2019-07-21_04_30_06_04_38_29,2,2019,7,21,400,bs,add,g,4,34,39,11,,,,,,
3631,CH02_2019-07-21_04_38_29_04_46_51,2,2019,7,21,400,addld,addldd,g,4,41,59,6,,,,,,
3632,CH02_2019-07-21_04_38_29_04_46_51,2,2019,7,21,400,addld,addldd,g,4,41,59,6,,,,,,
3633,CH02_2019-07-21_04_38_29_04_46_51,2,2019,7,21,400,ald,aldd,m,4,43,42,189,,,,,,
3634,CH02_2019-07-21_04_46_51_04_55_13,2,2019,7,21,400,ald,aldd,m,4,46,51,28,,,,,,
3635,CH02_2019-07-21_04_46_51_04_55_13,2,2019,7,21,400,ald,aldd,m,4,47,55,62,,,,,,
3636,CH02_2019-07-21_04_46_51_04_55_13,2,2019,7,21,400,ax,pup,g,4,52,35,21,,,,,,
3637,CH02_2019-07-21_04_46_51_04_55_13,2,2019,7,21,400,addldd,bs,g,4,54,2,53,,,,,,
3638,CH02_2019-07-21_04_46_51_04_55_13,2,2019,7,21,400,bs,addldd,g,4,54,2,53,,,,,,
3639,CH02_2019-07-21_04_55_13_05_03_35,2,2019,7,21,400,ax,pup,g,4,55,37,25,,,,,,
3640,CH02_2019-07-21_04_55_13_05_03_35,2,2019,7,21,400,ax,pup,m,4,56,2,7,,,,,,
3641,CH02_2019-07-21_04_55_13_05_03_35,2,2019,7,21,400,ax,bs,g,4,57,21,40,,,,,,
3642,CH02_2019-07-21_04_55_13_05_03_35,2,2019,7,21,400,bs,ax,g,4,57,22,39,,,,,,
3643,CH02_2019-07-21_04_55_13_05_03_35,2,2019,7,21,400,clw,bs,g,4,59,11,9,,,,,,
3644,CH02_2019-07-21_04_55_13_05_03_35,2,2019,7,21,400,bs,clw,g,4,59,11,9,,,,,,
3645,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,bs,bes,g,19,0,0,39,,,,,,
3646,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,bes,bs,g,19,0,0,39,,,,,,
3647,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,addld,bey,g,19,0,58,18,,,,,,
3648,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,bey,addld,g,19,0,58,18,,,,,,
3649,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,addld,bey,g,19,1,26,202,,,,,,
3650,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,bey,addld,g,19,1,31,197,,,,,,
3651,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,addldd,bs,g,19,4,3,25,,,,,,
3652,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,bs,addldd,g,19,4,3,25,,,,,,
3653,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,addld,bey,m,19,4,49,5,,,,,,
3654,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,addld,bey,g,19,4,54,30,,,,,,
3655,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,bey,addld,g,19,4,54,30,,,,,,
3656,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,addld,bey,g,19,5,33,105,,,,,,
3657,CH02_2019-07-21_18_59_59__19_06_21.mp4,2,2019,7,21,1900,bey,addld,g,19,5,33,105,,,,,,
3658,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,addld,bey,g,19,7,32,52,,,,,,
3659,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,bey,addld,g,19,7,32,52,,,,,,
3660,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,addld,bey,m,19,8,25,18,,,,,,
3661,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,bey,clw,g,19,11,36,86,,,,,,
3662,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,clw,bey,g,19,11,36,86,,,,,,
3663,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,bdlx,add,g,19,12,15,158,,,,,,
3664,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,add,bdlx,g,19,12,20,43,,,,,,
3665,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,clw,bes,g,19,13,14,17,,,,,,
3666,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,add,bdlx,g,19,14,12,30,,,,,,
3667,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,bey,bs,g,19,14,25,107,,,,,,
3668,CH02_2019-07-21_19_06_21__19_14_44.mp4,2,2019,7,21,1900,bs,bey,g,19,14,31,98,,,,,,
3669,CH02_2019-07-21_19_14_44__19_23_06.mp4,2,2019,7,21,1900,adld,add,g,19,20,46,88,,,,,,
3670,CH02_2019-07-21_19_14_44__19_23_06.mp4,2,2019,7,21,1900,add,adld,g,19,20,46,119,,,,,,
3671,CH02_2019-07-21_19_14_44__19_23_06.mp4,2,2019,7,21,1900,adld,add,g,19,22,21,19,,,,,,
3672,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,adld,bxdlx,g,19,28,37,78,,,,,,
3673,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,bxdlx,adld,g,19,28,37,81,,,,,,
3674,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,adld,bxdlx,g,19,29,3,112,,,,,,
3675,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,bxdlx,adld,g,19,29,3,112,,,,,,
3676,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,bs,bd,g,19,30,31,35,,,,,,
3677,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,bd,bs,g,19,30,51,10,,,,,,
3678,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,bxx,cfd,g,19,31,8,95,,,,,,
3679,CH02_2019-07-21_19_23_06__19_31_28.mp4,2,2019,7,21,1900,cfd,bxx,g,19,31,8,31,,,,,,
3680,CH02_2019-07-21_19_31_28__19_39_51.mp4,2,2019,7,21,1900,cfd,bxx,g,19,32,37,6,,,,,,
3681,CH02_2019-07-21_19_31_28__19_39_51.mp4,2,2019,7,21,1900,bs,cnone,g,19,32,59,106,,,,,,
3682,CH02_2019-07-21_19_31_28__19_39_51.mp4,2,2019,7,21,1900,cnone,bs,g,19,32,59,106,,,,,,
3683,CH02_2019-07-21_19_39_51__19_48_13.mp4,2,2019,7,21,1900,adld,bd,g,19,40,54,65,,,,,,
3684,CH02_2019-07-21_19_39_51__19_48_13.mp4,2,2019,7,21,1900,bd,adld,g,19,40,54,65,,,,,,
3685,CH02_2019-07-21_19_39_51__19_48_13.mp4,2,2019,7,21,1900,adld,bey,g,19,44,52,14,,,,,,
3686,CH02_2019-07-21_19_39_51__19_48_13.mp4,2,2019,7,21,1900,bey,adld,g,19,44,52,14,,,,,,
3687,CH02_2019-07-21_19_39_51__19_48_13.mp4,2,2019,7,21,1900,clwd,cdw,g,19,46,36,62,,,,,,
3688,CH02_2019-07-21_19_39_51__19_48_13.mp4,2,2019,7,21,1900,cdw,clwd,g,19,46,36,62,,,,,,
3689,CH03_2019-07-21_19_00_00__19_04_03.mp4,3,2019,7,21,1900,clw,cnone,g,19,0,0,10,,,,,,
3690,CH03_2019-07-21_19_00_00__19_04_03.mp4,3,2019,7,21,1900,cnone,clw,g,19,0,0,10,,,,,,
3691,CH03_2019-07-21_19_12_25__19_20_48.mp4,3,2019,7,21,1900,clwd,clw,g,19,15,17,9,,,,,,
3692,CH03_2019-07-21_19_12_25__19_20_48.mp4,3,2019,7,21,1900,clw,clwd,g,19,15,17,9,,,,,,
3693,CH02_2019-07-22_02_59_59__03_02_10.mp4,2,2019,7,22,300,adld,ax,g,3,1,20,9,,,,,,
3694,CH02_2019-07-22_02_59_59__03_02_10.mp4,2,2019,7,22,300,ax,adld,g,3,1,20,5,,,,,,
3695,CH02_2019-07-22_02_59_59__03_02_10.mp4,2,2019,7,22,300,adld,pup,g,3,1,31,13,,,,,,
3696,CH02_2019-07-22_02_59_59__03_02_10.mp4,2,2019,7,22,300,bxdlx,adld,g,3,2,0,37,,,,,,
3697,CH02_2019-07-22_02_59_59__03_02_10.mp4,2,2019,7,22,300,adld,bxdlx,g,3,2,0,35,,,,,,
3698,CH02_2019-07-22_03_02_10__03_10_33.mp4,2,2019,7,22,300,bdlx,adld,g,3,5,4,166,,,,,,
3699,CH02_2019-07-22_03_02_10__03_10_33.mp4,2,2019,7,22,300,adld,bdlx,g,3,5,4,82,,,,,,
3700,CH02_2019-07-22_03_02_10__03_10_33.mp4,2,2019,7,22,300,adld,bdlx,g,3,6,40,20,,,,,,
3701,CH02_2019-07-22_03_02_10__03_10_33.mp4,2,2019,7,22,300,adld,bdlx,g,3,7,23,34,,,,,,
3702,CH02_2019-07-22_03_18_55__03_27_17.mp4,2,2019,7,22,300,ax,cfd,g,3,21,27,11,,,,,,
3703,CH02_2019-07-22_03_18_55__03_27_17.mp4,2,2019,7,22,300,cfd,ax,g,3,21,27,11,,,,,,
3704,CH02_2019-07-22_03_18_55__03_27_17.mp4,2,2019,7,22,300,ax,pup,g,3,24,13,333,,,,,,
3705,CH02_2019-07-22_03_18_55__03_27_17.mp4,2,2019,7,22,300,bs,bdlx,g,3,26,5,5,,,,,,
3706,CH02_2019-07-22_03_18_55__03_27_17.mp4,2,2019,7,22,300,bdlx,bs,g,3,25,52,14,,,,,,
3707,CH02_2019-07-22_03_27_17__03_35_19.mp4,2,2019,7,22,300,bes,bs,g,3,30,18,9,,,,,,
3708,CH02_2019-07-22_03_27_17__03_35_19.mp4,2,2019,7,22,300,bs,bes,g,3,30,18,8,,,,,,
3709,CH02_2019-07-22_03_27_17__03_35_19.mp4,2,2019,7,22,300,ax,pup,g,3,30,14,31,,,,,,
3710,CH02_2019-07-22_03_52_02__04_00_24.mp4,2,2019,7,22,300,bs,add,g,3,58,53,16,,,,,,
3711,CH02_2019-07-22_03_52_02__04_00_24.mp4,2,2019,7,22,300,add,bs,g,3,58,53,16,,,,,,
3712,CH02_2019-07-22_03_52_02__04_00_24.mp4,2,2019,7,22,300,bs,add,g,3,59,16,14,,,,,,
3713,CH02_2019-07-22_03_52_02__04_00_24.mp4,2,2019,7,22,300,add,bs,g,3,59,16,14,,,,,,
3714,CH01_2019-07-22_05_13_49_05_22_11,1,2019,7,22,500,ax,pup,g,5,22,5,6,,,,,,
3715,CH02_2019-07-22_04_59_00_05_07_23,2,2019,7,22,500,clwd,cdw,g,5,0,0,32,,,,,,
3716,CH02_2019-07-22_04_59_00_05_07_23,2,2019,7,22,500,cdw,clwd,g,5,0,0,176,,,,,,
3717,CH02_2019-07-22_04_59_00_05_07_23,2,2019,7,22,500,bscs,cnone,g,5,2,40,7,,,,,,
3718,CH02_2019-07-22_04_59_00_05_07_23,2,2019,7,22,500,cdw,clwd,g,5,3,23,17,,,,,,
3719,CH02_2019-07-22_04_59_00_05_07_23,2,2019,7,22,500,cdw,clwd,g,5,4,30,29,,,,,,
3720,CH02_2019-07-22_04_59_00_05_07_23,2,2019,7,22,500,bs,addldd,g,5,6,34,44,,,,,,
