event number,video,camera,year,month,day,hour,actor,receiver,behavior,h.start,min.start,sec.start,duration,observer,which body part most SOCIALLY groomed?,which body part is groomed in the next SELF-grooming event,SELF-grooming is licking or scratching?,"Is the self-groomer the same bat as the social groomer? (yes,no,unsure(u))",comments
18468,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,bd,bs,g,4,46,48,62,,,,,,
18469,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,bs,bd,g,4,46,48,62,,,,,,
18470,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,bs,bxdlx,g,4,48,46,92,,,,,,
18471,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,bxdlx,bs,g,4,48,46,88,,,,,,
18472,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,cnone,cldw,g,4,50,22,8,,,,,,
18473,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,cldw,cnone,g,4,50,31,63,,,,,,
18474,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,cnone,cldw,g,4,50,38,56,,,,,,
18475,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,bs,adldd,g,4,50,45,72,,,,,,
18476,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,adldd,bs,g,4,50,45,72,,,,,,
18477,CH02_2019-09-03_04_43_50__04_52_12.mp4,2,2019,9,3,400,adldd,bs,g,4,52,3,5,,,,,,
18478,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,uri,bd,m,4,55,12,28,,,,,,
18479,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,addldd,cldw,g,4,55,31,11,,,,,,
18480,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,cldw,addldd,g,4,55,31,13,,,,,,
18481,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,cnone,bs,g,4,57,1,121,,,,,,
18482,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,bs,cnone,g,4,57,1,101,,,,,,
18483,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,cldw,bd,g,4,58,15,7,,,,,,
18484,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,bs,addldd,g,4,58,42,28,,,,,,
18485,CH02_2019-09-03_04_52_12__05_00_34.mp4,2,2019,9,3,400,addldd,bs,g,4,58,42,28,,,,,,
18486,CH01_2019-09-04_04_48_01__04_56_23.mp4,1,2019,9,4,400,cnone,bs,g,4,53,2,38,,,,,,
18487,CH01_2019-09-04_04_48_01__04_56_23.mp4,1,2019,9,4,400,bs,cnone,g,4,53,2,38,,,,,,
18488,CH01_2019-09-04_04_48_01__04_56_23.mp4,1,2019,9,4,400,cfd,cnone,g,4,55,39,45,,,,,,
18489,CH01_2019-09-04_04_48_01__04_56_23.mp4,1,2019,9,4,400,cnone,cfd,g,4,55,39,45,,,,,,
18490,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,bscs,bes,g,4,0,0,8,,,,,,
18491,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,bes,bscs,g,4,0,0,8,,,,,,
18492,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,blx,clwd,g,4,0,0,41,,,,,,
18493,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,clwd,blx,g,4,0,0,41,,,,,,
18494,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,bscs,bes,g,4,0,26,29,,,,,,
18495,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,bes,bscs,g,4,0,26,29,,,,,,
18496,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,clw,cww,g,4,0,46,5,,,,,,
18497,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,cww,clw,g,4,0,46,5,,,,,,
18498,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,blx,clwd,g,4,1,10,48,,,,,,
18499,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,clwd,blx,g,4,1,10,48,,,,,,
18500,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,blx,clwd,m,4,2,1,58,,,,,,
18501,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,bscs,bdlx,g,4,3,8,6,,,,,,
18502,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,bdlx,bscs,g,4,3,8,6,,,,,,
18503,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,blx,clwd,g,4,3,37,32,,,,,,
18504,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,clwd,blx,g,4,3,37,28,,,,,,
18505,CH02_2019-09-04_03_57_44__04_06_06.mp4,2,2019,9,4,400,blx,clwd,m,4,4,9,5,,,,,,
18506,CH02_2019-09-04_04_06_06__04_14_29.mp4,2,2019,9,4,400,cldw,cnone,g,4,7,36,143,,,,,,
18507,CH02_2019-09-04_04_06_06__04_14_29.mp4,2,2019,9,4,400,cnone,cldw,g,4,7,36,120,,,,,,
18508,CH02_2019-09-04_04_06_06__04_14_29.mp4,2,2019,9,4,400,bxdlx,adldd,g,4,9,2,278,,,,,,
18509,CH02_2019-09-04_04_06_06__04_14_29.mp4,2,2019,9,4,400,adldd,bxdlx,g,4,9,2,278,,,,,,
18510,CH02_2019-09-04_04_06_06__04_14_29.mp4,2,2019,9,4,400,cnone,cldw,g,4,9,42,10,,,,,,
18511,CH02_2019-09-04_04_06_06__04_14_29.mp4,2,2019,9,4,400,bdlx,bs,g,4,14,28,122,,,,,,
18512,CH02_2019-09-04_04_06_06__04_14_29.mp4,2,2019,9,4,400,bs,bdlx,g,4,14,28,122,,,,,,
18513,CH02_2019-09-04_04_14_29__04_22_51.mp4,2,2019,9,4,400,bs,bd,g,4,18,35,14,,,,,,
18514,CH02_2019-09-04_04_14_29__04_22_51.mp4,2,2019,9,4,400,bd,bs,g,4,18,35,14,,,,,,
18515,CH02_2019-09-04_04_14_29__04_22_51.mp4,2,2019,9,4,400,bs,bd,g,4,20,20,65,,,,,,
18516,CH02_2019-09-04_04_14_29__04_22_51.mp4,2,2019,9,4,400,bd,bs,g,4,20,20,65,,,,,,
18517,CH02_2019-09-04_04_22_51__04_31_13.mp4,2,2019,9,4,400,aldd,ald,g,4,28,28,12,,,,,,
18518,CH02_2019-09-04_04_22_51__04_31_13.mp4,2,2019,9,4,400,bscs,bd,g,4,29,59,9,,,,,,
18519,CH02_2019-09-04_04_22_51__04_31_13.mp4,2,2019,9,4,400,bscs,uri,g,4,30,8,5,,,,,,
18520,CH02_2019-09-04_04_31_13__04_39_35.mp4,2,2019,9,4,400,bxx,noa,g,4,38,7,10,,,,,,
18521,CH02_2019-09-04_04_31_13__04_39_35.mp4,2,2019,9,4,400,bs,cldw,g,4,38,18,8,,,,,,
18522,CH02_2019-09-04_04_31_13__04_39_35.mp4,2,2019,9,4,400,cldw,bs,g,4,38,18,8,,,,,,
18523,CH02_2019-09-04_04_31_13__04_39_35.mp4,2,2019,9,4,400,bxx,noa,g,4,38,23,129,,,,,,
18524,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,ald,aldd,g,4,39,37,51,,,,,,
18525,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,noa,bxx,m,4,40,40,24,,,,,,
18526,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,ad,adldd,g,4,42,11,139,,,,,,
18527,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,adldd,ad,g,4,42,41,109,,,,,,
18528,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,bxx,cldw,g,4,44,7,12,,,,,,
18529,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,cldw,bxx,g,4,44,7,12,,,,,,
18530,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,bxx,cldw,g,4,44,26,12,,,,,,
18531,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,cldw,bxx,g,4,44,26,12,,,,,,
18532,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,ad,adldd,m,4,44,32,29,,,,,,
18533,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,bxx,cldw,g,4,45,3,62,,,,,,
18534,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,cldw,bxx,g,4,45,3,62,,,,,,
18535,CH02_2019-09-04_04_39_35__04_47_58.mp4,2,2019,9,4,400,bxx,noa,g,4,47,44,8,,,,,,
18536,CH02_2019-09-04_04_47_58__04_56_20.mp4,2,2019,9,4,400,ald,aldd,g,4,48,17,8,,,,,,
18537,CH02_2019-09-04_04_47_58__04_56_20.mp4,2,2019,9,4,400,aldd,bs,g,4,48,36,6,,,,,,
18538,CH02_2019-09-04_04_47_58__04_56_20.mp4,2,2019,9,4,400,bs,aldd,g,4,48,36,6,,,,,,
18539,CH02_2019-09-04_04_47_58__04_56_20.mp4,2,2019,9,4,400,bs,adld,g,4,48,48,30,,,,,,
18540,CH02_2019-09-04_04_47_58__04_56_20.mp4,2,2019,9,4,400,adld,bs,g,4,48,48,30,,,,,,
18541,CH02_2019-09-04_04_47_58__04_56_20.mp4,2,2019,9,4,400,ald,aldd,g,4,48,55,8,,,,,,
18542,CH02_2019-09-04_04_47_58__04_56_20.mp4,2,2019,9,4,400,ald,aldd,m,4,49,45,10,,,,,,
18543,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,bxx,noa,g,4,56,48,14,,,,,,
18544,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,clw,addldd,g,4,58,53,14,,,,,,
18545,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,addldd,clw,g,4,58,53,14,,,,,,
18546,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,bxx,blx,g,4,59,18,33,,,,,,
18547,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,blx,bxx,g,4,59,18,33,,,,,,
18548,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,bs,clw,g,4,59,21,6,,,,,,
18549,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,clw,bs,g,4,59,21,6,,,,,,
18550,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,adldd,cfd,g,4,59,23,19,,,,,,
18551,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,cfd,adldd,g,4,59,23,19,,,,,,
18552,CH02_2019-09-04_04_56_20__05_04_42.mp4,2,2019,9,4,400,bs,addldd,m,4,59,38,22,,,,,,
18553,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,addldd,cnone,g,4,45,22,34,,,,,,
18554,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,cnone,addldd,g,4,45,22,34,,,,,,
18555,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,cnone,cdw,g,4,45,59,61,,,,,,
18556,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,cdw,cnone,g,4,46,1,6,,,,,,
18557,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,cdw,cnone,g,4,46,24,22,,,,,,
18558,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,cnone,cdw,g,4,47,3,91,,,,,,
18559,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,cdw,cnone,g,4,47,41,34,,,,,,
18560,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,cnone,bs,g,4,51,22,49,,,,,,
18561,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,bs,cnone,g,4,51,22,24,,,,,,
18562,CH01_2019-09-07_04_43_43__04_52_05.mp4,1,2019,9,7,400,bs,cldw,g,4,51,46,38,,,,,,
18563,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,cldw,cnone,g,4,52,7,17,,,,,,
18564,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,cnone,cldw,g,4,52,11,8,,,,,,
18565,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,cnone,bs,g,4,52,20,112,,,,,,
18566,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,bs,cnone,g,4,52,29,103,,,,,,
18567,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,bs,cnone,m,4,54,12,17,,,,,,
18568,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,cnone,bs,g,4,54,29,35,,,,,,
18569,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,bs,cnone,g,4,54,29,35,,,,,,
18570,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,cnone,bs,g,4,55,25,189,,,,,,
18571,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,bs,cnone,g,4,55,25,189,,,,,,
18572,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,cnone,bs,g,4,58,51,69,,,,,,
18573,CH01_2019-09-07_04_52_05__05_00_28.mp4,1,2019,9,7,400,bs,cnone,g,4,58,51,69,,,,,,
18574,CH02_2019-09-07_03_53_28__04_01_50.mp4,2,2019,9,7,400,adldd,bxdlx,g,4,0,8,58,,,,,,
18575,CH02_2019-09-07_03_53_28__04_01_50.mp4,2,2019,9,7,400,bxdlx,adldd,g,4,0,8,125,,,,,,
18576,CH02_2019-09-07_03_53_28__04_01_50.mp4,2,2019,9,7,400,adld,ax,g,4,0,10,36,,,,,,
18577,CH02_2019-09-07_03_53_28__04_01_50.mp4,2,2019,9,7,400,ax,adld,g,4,0,10,36,,,,,,
18578,CH02_2019-09-07_03_53_28__04_01_50.mp4,2,2019,9,7,400,adldd,bxdlx,g,4,1,15,58,,,,,,
18579,CH02_2019-09-07_04_01_50__04_10_12.mp4,2,2019,9,7,400,adld,bd,g,4,7,36,17,,,,,,
18580,CH02_2019-09-07_04_01_50__04_10_12.mp4,2,2019,9,7,400,bd,adld,g,4,7,36,16,,,,,,
18581,CH02_2019-09-07_04_01_50__04_10_12.mp4,2,2019,9,7,400,adld,bd,g,4,8,1,8,,,,,,
18582,CH02_2019-09-07_04_10_12__04_18_34.mp4,2,2019,9,7,400,bxx,noa,g,4,15,17,91,,,,,,
18583,CH02_2019-09-07_04_10_12__04_18_34.mp4,2,2019,9,7,400,adldd,blx,g,4,15,47,235,,,,,,
18584,CH02_2019-09-07_04_10_12__04_18_34.mp4,2,2019,9,7,400,blx,adldd,g,4,15,47,33,,,,,,
18585,CH02_2019-09-07_04_10_12__04_18_34.mp4,2,2019,9,7,400,blx,adldd,g,4,16,29,193,,,,,,
18586,CH02_2019-09-07_04_18_34__04_26_57.mp4,2,2019,9,7,400,bd,uri,g,4,22,50,23,,,,,,
18587,CH02_2019-09-07_04_18_34__04_26_57.mp4,2,2019,9,7,400,cnone,bdlx,g,4,23,6,483,,,,,,
18588,CH02_2019-09-07_04_18_34__04_26_57.mp4,2,2019,9,7,400,bdlx,cnone,g,4,23,6,483,,,,,,
18589,CH02_2019-09-07_04_26_57__04_35_19.mp4,2,2019,9,7,400,cnone,bdlx,g,4,31,26,74,,,,,,
18590,CH02_2019-09-07_04_26_57__04_35_19.mp4,2,2019,9,7,400,bdlx,cnone,g,4,31,26,63,,,,,,
18591,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,ax,blx,g,4,36,24,13,,,,,,
18592,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,blx,ax,g,4,36,24,17,,,,,,
18593,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,adld,bdlx,g,4,38,1,11,,,,,,
18594,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,bdlx,adld,g,4,38,2,10,,,,,,
18595,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,adld,bxdlx,g,4,38,17,7,,,,,,
18596,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,bxdlx,adld,g,4,38,17,9,,,,,,
18597,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,clwd,cnone,g,4,38,18,6,,,,,,
18598,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,cnone,clwd,g,4,38,18,6,,,,,,
18599,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,bxdlx,ax,g,4,39,37,43,,,,,,
18600,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,ax,bxdlx,g,4,39,37,7,,,,,,
18601,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,ax,bxdlx,g,4,39,52,28,,,,,,
18602,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,clwd,cdw,g,4,40,22,104,,,,,,
18603,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,cdw,clwd,g,4,40,22,74,,,,,,
18604,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,bxdlx,ax,g,4,40,32,48,,,,,,
18605,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,ax,bxdlx,g,4,40,32,48,,,,,,
18606,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,bxx,noa,g,4,41,29,15,,,,,,
18607,CH02_2019-09-07_04_35_19__04_43_41.mp4,2,2019,9,7,400,bxx,noa,g,4,42,53,24,,,,,,
18608,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bxx,noa,g,4,44,43,12,,,,,,
18609,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bxx,noa,g,4,45,1,12,,,,,,
18610,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,clw,noa,g,4,45,14,6,,,,,,
18611,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bd,uri,g,4,45,30,13,,,,,,
18612,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bd,uri,g,4,46,17,146,,,,,,
18613,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bxdlx,bd,g,4,47,55,12,,,,,,
18614,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bd,uri,g,4,49,14,13,,,,,,
18615,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bscs,bd,g,4,49,48,44,,,,,,
18616,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bd,bscs,g,4,49,48,44,,,,,,
18617,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bscs,bd,g,4,50,39,63,,,,,,
18618,CH02_2019-09-07_04_43_41__04_52_03.mp4,2,2019,9,7,400,bd,bscs,g,4,50,39,63,,,,,,
18619,CH02_2019-09-07_04_52_03__05_00_26.mp4,2,2019,9,7,400,ax,addldd,g,4,52,41,20,,,,,,
18620,CH02_2019-09-07_04_52_03__05_00_26.mp4,2,2019,9,7,400,addldd,ax,g,4,52,41,20,,,,,,
18621,CH02_2019-09-07_04_52_03__05_00_26.mp4,2,2019,9,7,400,bd,addldd,g,4,54,31,48,,,,,,
